obs_id,station_id,year,month,tmax_c,tmin_c,af_days,rain_mm,sun_hours
leuchars_2010_09,leuchars,2010,9,16.5,9.3,0.0,114.2,142.1
leuchars_2010_10,leuchars,2010,10,12.8,6.1,2.0,57.6,100.3
leuchars_2010_11,leuchars,2010,11,7.5,1.4,11.0,106.0,76.6
leuchars_2010_12,leuchars,2010,12,2.3,-4.1,26.0,18.8,73.8
leuchars_2011_01,leuchars,2011,1,5.8,-0.4,15.0,51.0,53.0
leuchars_2011_02,leuchars,2011,2,7.8,1.4,5.0,85.6,49.3
leuchars_2011_03,leuchars,2011,3,10.0,2.2,9.0,66.0,124.5
leuchars_2011_04,leuchars,2011,4,14.5,5.4,1.0,8.0,200.3
leuchars_2011_05,leuchars,2011,5,15.1,6.1,1.0,87.2,202.7
leuchars_2011_06,leuchars,2011,6,16.9,8.6,0.0,73.8,155.3
leuchars_2011_07,leuchars,2011,7,18.0,10.2,0.0,104.6,168.7
leuchars_2011_08,leuchars,2011,8,17.5,10.1,0.0,154.4,113.1
leuchars_2011_09,leuchars,2011,9,17.4,9.6,0.0,60.4,130.1
leuchars_2011_10,leuchars,2011,10,13.9,8.2,0.0,65.0,76.0
leuchars_2011_11,leuchars,2011,11,12.0,5.6,0.0,46.6,67.4
leuchars_2011_12,leuchars,2011,12,7.1,0.8,11.0,51.2,55.3
leuchars_2012_01,leuchars,2012,1,7.4,0.4,14.0,26.2,79.7
leuchars_2012_02,leuchars,2012,2,8.7,2.3,9.0,18.8,91.0
leuchars_2012_03,leuchars,2012,3,13.3,3.7,4.0,10.4,177.0
leuchars_2012_04,leuchars,2012,4,10.1,2.7,7.0,98.4,103.0
leuchars_2012_05,leuchars,2012,5,12.5,5.3,1.0,66.2,206.1
leuchars_2012_06,leuchars,2012,6,14.5,8.6,0.0,135.2,115.9
leuchars_2012_07,leuchars,2012,7,17.1,10.3,0.0,124.4,102.4
leuchars_2012_08,leuchars,2012,8,18.6,11.3,0.0,86.0,130.6
leuchars_2012_09,leuchars,2012,9,16.2,8.0,1.0,46.0,154.8
leuchars_2012_10,leuchars,2012,10,11.1,3.8,5.0,107.8,107.8
leuchars_2012_11,leuchars,2012,11,9.0,1.5,10.0,44.6,82.4
leuchars_2012_12,leuchars,2012,12,6.6,1.0,11.0,132.0,50.2
leuchars_2013_01,leuchars,2013,1,6.2,1.8,8.0,79.2,36.7
leuchars_2013_02,leuchars,2013,2,6.8,0.1,12.0,26.8,88.7
leuchars_2013_03,leuchars,2013,3,5.4,-0.6,17.0,48.6,84.9
leuchars_2013_04,leuchars,2013,4,10.6,2.8,4.0,30.4,177.2
leuchars_2013_05,leuchars,2013,5,14.6,5.9,0.0,67.2,163.1
leuchars_2013_06,leuchars,2013,6,17.3,8.8,0.0,28.0,156.2
leuchars_2013_07,leuchars,2013,7,21.4,12.4,0.0,62.2,198.6
leuchars_2013_08,leuchars,2013,8,20.0,10.9,0.0,19.4,128.3
leuchars_2013_09,leuchars,2013,9,16.6,8.9,0.0,35.6,120.4
leuchars_2013_10,leuchars,2013,10,13.7,7.8,0.0,117.4,64.3
leuchars_2013_11,leuchars,2013,11,8.6,0.5,16.0,21.0,114.6
leuchars_2013_12,leuchars,2013,12,8.8,2.6,4.0,93.4,42.2
leuchars_2014_01,leuchars,2014,1,7.2,1.8,9.0,97.0,40.8
leuchars_2014_02,leuchars,2014,2,8.0,2.4,4.0,77.6,69.5
leuchars_2014_03,leuchars,2014,3,10.3,3.3,7.0,36.2,128.6
leuchars_2014_04,leuchars,2014,4,12.2,5.5,4.0,55.4,136.4
leuchars_2014_05,leuchars,2014,5,14.9,7.6,1.0,42.5,123.1
leuchars_2014_06,leuchars,2014,6,18.4,10.5,0.0,62.4,129.1
leuchars_2014_07,leuchars,2014,7,20.9,11.1,0.0,43.0,208.3
leuchars_2014_08,leuchars,2014,8,18.1,9.6,0.0,112.8,157.8
leuchars_2014_09,leuchars,2014,9,17.6,10.1,0.0,17.0,101.0
leuchars_2014_10,leuchars,2014,10,14.2,7.5,0.0,123.2,80.4
leuchars_2014_11,leuchars,2014,11,10.5,4.5,2.0,99.6,43.2
leuchars_2014_12,leuchars,2014,12,6.9,0.2,11.0,43.8,68.8
leuchars_2015_01,leuchars,2015,1,6.6,0.3,12.0,42.9,70.0
leuchars_2015_02,leuchars,2015,2,7.8,0.5,12.0,26.4,117.1
leuchars_2015_03,leuchars,2015,3,9.7,2.1,9.0,37.0,132.0
leuchars_2015_04,leuchars,2015,4,13.3,2.7,4.0,25.0,234.1
leuchars_2015_05,leuchars,2015,5,14.0,5.0,2.0,78.2,188.8
leuchars_2015_06,leuchars,2015,6,17.3,8.2,0.0,36.4,151.2
leuchars_2015_07,leuchars,2015,7,18.0,10.3,0.0,112.2,129.5
leuchars_2015_08,leuchars,2015,8,19.1,10.3,0.0,53.2,184.3
leuchars_2015_09,leuchars,2015,9,16.3,8.0,0.0,38.2,139.2
leuchars_2015_10,leuchars,2015,10,13.8,5.8,0.0,48.2,96.9
leuchars_2015_11,leuchars,2015,11,9.8,4.0,2.0,108.0,51.0
leuchars_2015_12,leuchars,2015,12,9.9,3.5,5.0,120.8,29.8
leuchars_2016_01,leuchars,2016,1,6.8,1.3,15.0,157.6,29.8
leuchars_2016_02,leuchars,2016,2,7.0,-0.3,15.0,35.4,90.3
leuchars_2016_03,leuchars,2016,3,9.7,1.9,10.0,23.6,111.3
leuchars_2016_04,leuchars,2016,4,10.2,2.6,4.0,83.0,143.1
leuchars_2016_05,leuchars,2016,5,14.6,7.0,1.0,19.0,196.8
leuchars_2016_06,leuchars,2016,6,16.0,9.1,0.0,89.8,140.7
leuchars_2016_07,leuchars,2016,7,19.6,10.7,0.0,57.2,166.0
leuchars_2016_08,leuchars,2016,8,19.2,10.9,0.0,32.0,158.1
leuchars_2016_09,leuchars,2016,9,18.8,10.6,0.0,40.0,113.8
leuchars_2016_10,leuchars,2016,10,13.5,6.1,1.0,51.2,94.6
leuchars_2016_11,leuchars,2016,11,8.0,0.6,10.0,34.6,95.8
leuchars_2016_12,leuchars,2016,12,9.6,2.9,5.0,44.6,29.3
leuchars_2017_01,leuchars,2017,1,7.1,0.4,13.0,22.8,73.5
leuchars_2017_02,leuchars,2017,2,8.6,2.1,4.0,60.0,70.2
leuchars_2017_03,leuchars,2017,3,11.0,2.3,10.0,42.6,133.5
leuchars_2017_04,leuchars,2017,4,13.2,3.8,3.0,6.2,197.5
leuchars_2017_05,leuchars,2017,5,16.3,7.0,0.0,39.6,212.6
leuchars_2017_06,leuchars,2017,6,17.9,10.7,0.0,148.4,129.9
leuchars_2017_07,leuchars,2017,7,18.3,11.0,0.0,50.2,164.8
leuchars_2017_08,leuchars,2017,8,18.9,10.2,0.0,72.4,165.1
leuchars_2017_09,leuchars,2017,9,16.4,9.1,0.0,63.8,115.8
leuchars_2017_10,leuchars,2017,10,15.0,7.9,1.0,41.4,81.2
leuchars_2017_11,leuchars,2017,11,8.5,1.7,10.0,37.8,90.4
leuchars_2017_12,leuchars,2017,12,6.9,0.4,16.0,30.4,57.7
leuchars_2018_01,leuchars,2018,1,6.0,0.3,13.0,66.0,60.1
leuchars_2018_02,leuchars,2018,2,6.0,-0.7,16.0,34.6,94.9
leuchars_2018_03,leuchars,2018,3,6.8,0.7,13.0,104.3,88.5
leuchars_2018_04,leuchars,2018,4,11.5,3.6,3.0,48.4,168.7
leuchars_2018_05,leuchars,2018,5,16.6,6.9,1.0,24.6,242.1
leuchars_2018_06,leuchars,2018,6,17.7,9.4,0.0,30.8,207.0
leuchars_2018_07,leuchars,2018,7,21.7,12.4,0.0,41.0,227.5
leuchars_2018_08,leuchars,2018,8,19.4,10.6,0.0,57.6,145.8
leuchars_2018_09,leuchars,2018,9,16.5,8.4,0.0,36.8,140.4
leuchars_2018_10,leuchars,2018,10,13.8,5.8,3.0,49.4,103.6
leuchars_2018_11,leuchars,2018,11,10.6,5.1,0.0,85.2,48.1
leuchars_2018_12,leuchars,2018,12,8.0,1.3,11.0,71.6,59.6
leuchars_2019_01,leuchars,2019,1,6.7,-0.2,19.0,9.8,77.1
leuchars_2019_02,leuchars,2019,2,10.2,1.3,9.0,22.8,84.0
leuchars_2019_03,leuchars,2019,3,10.4,3.3,6.0,74.6,145.6
leuchars_2019_04,leuchars,2019,4,11.6,5.0,2.0,27.6,184.7
leuchars_2019_05,leuchars,2019,5,14.0,6.0,1.0,77.2,163.3
leuchars_2019_06,leuchars,2019,6,16.8,9.1,0.0,66.4,183.8
leuchars_2019_07,leuchars,2019,7,20.6,12.3,0.0,69.2,157.6
leuchars_2019_08,leuchars,2019,8,19.4,11.6,0.0,131.0,165.2
leuchars_2019_09,leuchars,2019,9,16.8,9.2,0.0,48.6,138.6
leuchars_2019_10,leuchars,2019,10,12.2,5.2,1.0,74.2,103.3
leuchars_2019_11,leuchars,2019,11,7.8,2.5,10.0,128.0,52.0
leuchars_2019_12,leuchars,2019,12,8.1,1.9,9.0,44.8,49.5
leuchars_2020_01,leuchars,2020,1,8.8,2.9,6.0,34.2,59.2
leuchars_2020_02,leuchars,2020,2,7.8,1.0,10.0,121.6,99.0
leuchars_2020_03,leuchars,2020,3,9.7,2.1,7.0,20.4,132.9
leuchars_2020_04,leuchars,2020,4,12.1,3.4,4.0,7.4,189.0
leuchars_2020_05,leuchars,2020,5,16.9,6.5,1.0,18.2,240.7
leuchars_2020_06,leuchars,2020,6,17.0,10.2,0.0,64.6,108.3
leuchars_2020_07,leuchars,2020,7,18.9,10.3,0.0,74.2,150.7
leuchars_2020_08,leuchars,2020,8,18.1,11.3,0.0,105.8,115.6
leuchars_2020_09,leuchars,2020,9,16.7,8.0,0.0,31.6,135.9
leuchars_2020_10,leuchars,2020,10,12.7,6.6,0.0,160.2,62.8
leuchars_2020_11,leuchars,2020,11,10.9,4.9,3.0,41.8,59.9
leuchars_2020_12,leuchars,2020,12,7.2,1.9,8.0,88.8,36.7
leuchars_2021_01,leuchars,2021,1,4.8,-1.0,20.0,74.0,68.0
leuchars_2021_02,leuchars,2021,2,7.2,1.0,8.0,103.2,65.8
leuchars_2021_03,leuchars,2021,3,10.9,3.3,1.0,28.2,120.3
leuchars_2021_04,leuchars,2021,4,10.8,0.3,17.0,2.6,243.8
leuchars_2021_05,leuchars,2021,5,12.1,5.3,1.0,143.0,129.2
leuchars_2021_06,leuchars,2021,6,18.5,10.3,0.0,18.8,172.0
leuchars_2021_07,leuchars,2021,7,19.7,12.7,0.0,47.8,157.7
leuchars_2021_08,leuchars,2021,8,18.7,11.3,0.0,84.8,135.1
leuchars_2021_09,leuchars,2021,9,18.4,10.7,0.0,45.8,117.4
leuchars_2021_10,leuchars,2021,10,14.0,7.5,0.0,117.0,71.3
leuchars_2021_11,leuchars,2021,11,10.6,3.9,3.0,34.6,69.6
leuchars_2021_12,leuchars,2021,12,7.1,2.1,8.0,77.8,30.5
leuchars_2022_01,leuchars,2022,1,8.6,2.4,8.0,14.6,81.3
leuchars_2022_02,leuchars,2022,2,8.8,1.6,7.0,62.2,105.8
leuchars_2022_03,leuchars,2022,3,10.7,1.5,11.0,25.6,167.7
leuchars_2022_04,leuchars,2022,4,11.8,4.1,3.0,36.1,146.1
leuchars_2022_05,leuchars,2022,5,15.8,7.8,0.0,35.6,138.0
leuchars_2022_06,leuchars,2022,6,18.9,9.7,0.0,23.0,183.7
leuchars_2022_07,leuchars,2022,7,22.0,12.4,0.0,18.8,160.4
leuchars_2022_08,leuchars,2022,8,20.6,11.5,0.0,37.8,159.1
leuchars_2022_09,leuchars,2022,9,17.1,9.9,0.0,74.8,125.9
leuchars_2022_10,leuchars,2022,10,14.4,7.8,0.0,74.8,94.2
leuchars_2022_11,leuchars,2022,11,11.2,4.6,5.0,138.0,58.9
leuchars_2022_12,leuchars,2022,12,5.9,-0.3,15.0,105.4,41.7
leuchars_2023_01,leuchars,2023,1,7.5,0.9,11.0,31.0,83.7
leuchars_2023_02,leuchars,2023,2,9.6,2.7,5.0,24.0,56.3
leuchars_2023_03,leuchars,2023,3,9.0,1.6,10.0,68.6,103.1
leuchars_2023_04,leuchars,2023,4,11.3,3.7,4.0,38.6,154.8
leuchars_2023_05,leuchars,2023,5,15.2,7.1,0.0,23.0,157.2
leuchars_2023_06,leuchars,2023,6,18.6,10.9,0.0,40.0,199.1
leuchars_2023_07,leuchars,2023,7,19.1,11.0,0.0,104.6,176.0
leuchars_2023_08,leuchars,2023,8,19.1,11.9,0.0,40.4,156.7
leuchars_2023_09,leuchars,2023,9,18.5,9.9,0.0,77.2,153.6
leuchars_2023_10,leuchars,2023,10,13.0,6.6,2.0,203.4,94.2
leuchars_2023_11,leuchars,2023,11,9.2,2.9,6.0,104.8,61.2
leuchars_2023_12,leuchars,2023,12,8.1,1.6,11.0,170.4,34.6
leuchars_2024_01,leuchars,2024,1,6.8,0.4,14.0,53.8,61.0
leuchars_2024_02,leuchars,2024,2,9.2,2.2,8.0,40.0,96.6
leuchars_2024_03,leuchars,2024,3,9.4,3.7,4.0,87.4,99.9
leuchars_2024_04,leuchars,2024,4,11.9,4.6,1.0,89.0,129.6
leuchars_2024_05,leuchars,2024,5,15.8,9.7,0.0,65.0,146.2
leuchars_2024_06,leuchars,2024,6,17.9,9.1,0.0,32.6,184.2
leuchars_2024_07,leuchars,2024,7,19.3,10.9,0.0,39.2,152.6
leuchars_2024_08,leuchars,2024,8,20.0,10.8,0.0,51.6,170.7
leuchars_2024_09,leuchars,2024,9,15.7,8.5,0.0,15.8,133.5
leuchars_2024_10,leuchars,2024,10,13.9,6.8,2.0,61.4,106.5
leuchars_2024_11,leuchars,2024,11,9.9,2.7,9.0,36.4,76.8
leuchars_2024_12,leuchars,2024,12,9.2,3.5,7.0,61.2,44.4
leuchars_2025_01,leuchars,2025,1,6.4,-0.1,17.0,33.4,71.6
leuchars_2025_02,leuchars,2025,2,8.1,1.9,7.0,32.0,55.7
leuchars_2025_03,leuchars,2025,3,11.1,2.9,7.0,21.8,151.8
leuchars_2025_04,leuchars,2025,4,13.5,4.3,3.0,12.4,198.9
leuchars_2025_05,leuchars,2025,5,16.8,6.2,0.0,31.4,288.9
leuchars_2025_06,leuchars,2025,6,19.6,10.1,0.0,60.2,196.1
leuchars_2025_07,leuchars,2025,7,21.1,12.1,0.0,53.0,172.2
leuchars_2025_08,leuchars,2025,8,20.8,12.2,0.0,34.4,190.8
leuchars_2025_09,leuchars,2025,9,17.4,8.6,0.0,57.2,148.7
leuchars_2025_10,leuchars,2025,10,14.1,7.7,0.0,65.2,90.6
leuchars_2025_11,leuchars,2025,11,10.1,3.4,5.0,85.6,68.2
leuchars_2025_12,leuchars,2025,12,8.7,3.5,4.0,72.6,34.8
leuchars_2026_01,leuchars,2026,1,5.8,1.0,14.0,116.0,48.5
leuchars_2026_02,leuchars,2026,2,7.8,3.2,6.0,72.6,41.0
leuchars_2026_03,leuchars,2026,3,12.0,2.5,5.0,23.0,168.9
leuchars_2026_04,leuchars,2026,4,12.7,4.3,4.0,33.2,203.2
leuchars_2026_05,leuchars,2026,5,16.0,7.3,1.0,33.0,184.8
stornoway_1990_01,stornoway,1990,1,8.1,2.9,4.0,202.0,28.3
stornoway_1990_02,stornoway,1990,2,7.3,2.0,3.0,264.1,57.6
stornoway_1990_03,stornoway,1990,3,9.0,3.7,2.0,206.1,63.4
stornoway_1990_04,stornoway,1990,4,9.5,3.6,2.0,106.4,159.7
stornoway_1990_05,stornoway,1990,5,13.0,6.9,0.0,56.7,233.9
stornoway_1990_06,stornoway,1990,6,14.2,9.0,0.0,77.6,105.3
stornoway_1990_07,stornoway,1990,7,16.7,10.4,0.0,112.8,185.4
stornoway_1990_08,stornoway,1990,8,15.9,11.2,0.0,84.9,95.9
stornoway_1990_09,stornoway,1990,9,13.5,7.8,0.0,121.4,97.5
stornoway_1990_10,stornoway,1990,10,12.4,7.4,0.0,93.5,97.4
stornoway_1990_11,stornoway,1990,11,8.6,4.1,1.0,82.3,42.9
stornoway_1990_12,stornoway,1990,12,7.8,2.3,7.0,135.7,12.7
stornoway_1991_01,stornoway,1991,1,6.7,2.0,7.0,107.1,39.8
stornoway_1991_02,stornoway,1991,2,6.2,1.1,8.0,52.9,67.4
stornoway_1991_03,stornoway,1991,3,9.1,4.1,0.0,71.0,91.3
stornoway_1991_04,stornoway,1991,4,9.5,4.2,0.0,82.2,114.7
stornoway_1991_05,stornoway,1991,5,11.8,6.9,0.0,34.3,130.0
stornoway_1991_06,stornoway,1991,6,12.6,6.8,0.0,69.6,165.9
stornoway_1991_07,stornoway,1991,7,17.3,12.3,0.0,52.1,170.5
stornoway_1991_08,stornoway,1991,8,16.9,11.7,0.0,83.2,128.2
stornoway_1991_09,stornoway,1991,9,14.4,8.6,0.0,104.2,114.4
stornoway_1991_10,stornoway,1991,10,11.0,6.3,0.0,116.3,50.3
stornoway_1991_11,stornoway,1991,11,9.0,4.0,1.0,214.9,35.2
stornoway_1991_12,stornoway,1991,12,9.2,4.3,0.0,85.0,14.5
stornoway_1992_01,stornoway,1992,1,8.5,4.0,1.0,72.7,15.6
stornoway_1992_02,stornoway,1992,2,8.3,3.4,2.0,145.7,45.3
stornoway_1992_03,stornoway,1992,3,8.2,2.5,4.0,158.2,67.0
stornoway_1992_04,stornoway,1992,4,9.5,4.6,0.0,94.1,104.2
stornoway_1992_05,stornoway,1992,5,14.5,6.9,0.0,50.2,247.8
stornoway_1992_06,stornoway,1992,6,15.9,9.6,0.0,33.5,186.5
stornoway_1992_07,stornoway,1992,7,15.3,10.3,0.0,127.8,110.6
stornoway_1992_08,stornoway,1992,8,15.1,10.1,0.0,191.2,123.3
stornoway_1992_09,stornoway,1992,9,13.4,7.9,0.0,149.1,87.0
stornoway_1992_10,stornoway,1992,10,10.0,4.6,1.0,130.7,68.2
stornoway_1992_11,stornoway,1992,11,8.4,3.3,0.0,170.7,32.6
stornoway_1992_12,stornoway,1992,12,7.1,2.2,8.0,123.3,14.1
stornoway_1993_01,stornoway,1993,1,7.2,1.5,5.0,274.7,18.3
stornoway_1993_02,stornoway,1993,2,8.2,4.7,2.0,57.1,22.9
stornoway_1993_03,stornoway,1993,3,8.4,3.3,5.0,79.7,103.7
stornoway_1993_04,stornoway,1993,4,10.0,5.1,0.0,79.9,140.9
stornoway_1993_05,stornoway,1993,5,11.1,5.7,0.0,52.8,217.1
stornoway_1993_06,stornoway,1993,6,13.5,8.9,0.0,89.3,102.2
stornoway_1993_07,stornoway,1993,7,14.3,9.5,0.0,81.1,70.1
stornoway_1993_08,stornoway,1993,8,14.6,9.4,0.0,44.9,86.9
stornoway_1993_09,stornoway,1993,9,13.7,8.7,0.0,37.9,114.7
stornoway_1993_10,stornoway,1993,10,10.1,5.8,1.0,78.7,53.3
stornoway_1993_11,stornoway,1993,11,8.8,4.0,3.0,63.2,61.9
stornoway_1993_12,stornoway,1993,12,5.8,1.5,7.0,178.8,21.3
stornoway_1994_01,stornoway,1994,1,6.8,1.8,6.0,154.3,26.7
stornoway_1994_02,stornoway,1994,2,5.9,2.3,3.0,57.4,85.5
stornoway_1994_03,stornoway,1994,3,7.2,1.9,6.0,163.7,98.3
stornoway_1994_04,stornoway,1994,4,9.2,3.3,1.0,103.8,131.4
stornoway_1994_05,stornoway,1994,5,11.3,5.5,0.0,36.2,294.1
stornoway_1994_06,stornoway,1994,6,13.5,8.2,0.0,112.1,134.6
stornoway_1994_07,stornoway,1994,7,16.4,10.8,0.0,49.5,146.0
stornoway_1994_08,stornoway,1994,8,15.0,10.0,0.0,104.8,109.4
stornoway_1994_09,stornoway,1994,9,13.4,8.3,0.0,130.6,121.0
stornoway_1994_10,stornoway,1994,10,11.4,6.3,0.0,64.3,77.2
stornoway_1994_11,stornoway,1994,11,11.0,6.6,0.0,121.4,44.1
stornoway_1994_12,stornoway,1994,12,8.3,2.6,5.0,189.7,29.6
stornoway_1995_01,stornoway,1995,1,6.6,1.1,8.0,212.3,30.4
stornoway_1995_02,stornoway,1995,2,6.6,1.1,6.0,155.1,57.9
stornoway_1995_03,stornoway,1995,3,6.4,0.9,13.0,134.6,88.4
stornoway_1995_04,stornoway,1995,4,9.1,4.0,2.0,65.4,96.2
stornoway_1995_05,stornoway,1995,5,11.5,5.5,3.0,60.0,156.0
stornoway_1995_06,stornoway,1995,6,14.3,8.4,0.0,26.8,195.2
stornoway_1995_07,stornoway,1995,7,17.3,10.6,0.0,57.0,176.9
stornoway_1995_08,stornoway,1995,8,17.9,11.5,0.0,32.2,194.0
stornoway_1995_09,stornoway,1995,9,14.3,8.9,0.0,131.2,99.6
stornoway_1995_10,stornoway,1995,10,13.1,7.6,0.0,191.1,87.7
stornoway_1995_11,stornoway,1995,11,10.2,5.3,0.0,121.7,50.1
stornoway_1995_12,stornoway,1995,12,6.2,1.1,11.0,45.4,56.5
stornoway_1996_01,stornoway,1996,1,8.1,4.4,2.0,69.5,37.8
stornoway_1996_02,stornoway,1996,2,6.6,1.1,10.0,74.1,58.0
stornoway_1996_03,stornoway,1996,3,7.5,2.8,3.0,45.1,92.9
stornoway_1996_04,stornoway,1996,4,10.2,4.6,1.0,86.3,106.2
stornoway_1996_05,stornoway,1996,5,10.8,4.4,1.0,68.1,234.5
stornoway_1996_06,stornoway,1996,6,14.0,8.8,0.0,57.9,142.1
stornoway_1996_07,stornoway,1996,7,15.2,9.8,0.0,80.1,107.0
stornoway_1996_08,stornoway,1996,8,16.0,11.1,0.0,70.6,91.9
stornoway_1996_09,stornoway,1996,9,15.4,10.0,0.0,74.4,150.3
stornoway_1996_10,stornoway,1996,10,12.5,6.9,0.0,211.6,73.2
stornoway_1996_11,stornoway,1996,11,7.5,1.9,8.0,201.1,57.0
stornoway_1996_12,stornoway,1996,12,6.8,1.5,12.0,60.7,42.8
stornoway_1997_01,stornoway,1997,1,7.4,2.6,9.0,56.8,41.8
stornoway_1997_02,stornoway,1997,2,7.9,2.0,1.0,277.4,66.8
stornoway_1997_03,stornoway,1997,3,9.6,4.8,1.0,119.5,82.8
stornoway_1997_04,stornoway,1997,4,10.4,4.8,1.0,73.0,104.0
stornoway_1997_05,stornoway,1997,5,11.7,6.2,1.0,85.2,196.0
stornoway_1997_06,stornoway,1997,6,13.7,8.7,0.0,56.5,168.7
stornoway_1997_07,stornoway,1997,7,17.4,11.0,0.0,51.5,166.8
stornoway_1997_08,stornoway,1997,8,18.7,12.2,0.0,38.6,211.2
stornoway_1997_09,stornoway,1997,9,14.5,8.9,0.0,105.2,113.2
stornoway_1997_10,stornoway,1997,10,12.1,6.7,0.0,55.5,83.0
stornoway_1997_11,stornoway,1997,11,10.8,6.3,0.0,98.1,47.8
stornoway_1997_12,stornoway,1997,12,8.8,4.0,0.0,153.5,31.5
stornoway_1998_01,stornoway,1998,1,7.8,3.2,4.0,181.5,33.5
stornoway_1998_02,stornoway,1998,2,9.4,5.0,1.0,209.7,27.8
stornoway_1998_03,stornoway,1998,3,8.4,3.6,5.0,143.5,63.1
stornoway_1998_04,stornoway,1998,4,9.0,3.3,3.0,62.7,200.8
stornoway_1998_05,stornoway,1998,5,12.8,6.9,0.0,30.6,168.2
stornoway_1998_06,stornoway,1998,6,13.2,7.8,0.0,73.1,206.3
stornoway_1998_07,stornoway,1998,7,15.2,10.2,0.0,94.9,106.6
stornoway_1998_08,stornoway,1998,8,15.7,10.2,0.0,53.4,120.9
stornoway_1998_09,stornoway,1998,9,15.3,10.3,0.0,54.6,123.1
stornoway_1998_10,stornoway,1998,10,10.7,5.7,1.0,152.3,103.2
stornoway_1998_11,stornoway,1998,11,9.0,3.5,4.0,158.3,64.1
stornoway_1998_12,stornoway,1998,12,8.4,3.3,7.0,165.8,24.7
stornoway_1999_01,stornoway,1999,1,7.1,2.6,4.0,206.3,37.8
stornoway_1999_02,stornoway,1999,2,6.7,1.5,6.0,129.4,58.2
stornoway_1999_03,stornoway,1999,3,8.5,3.2,4.0,153.7,108.4
stornoway_1999_04,stornoway,1999,4,10.5,5.0,2.0,107.4,146.4
stornoway_1999_05,stornoway,1999,5,12.6,7.0,0.0,103.8,184.1
stornoway_1999_06,stornoway,1999,6,13.3,8.4,0.0,104.6,124.2
stornoway_1999_07,stornoway,1999,7,16.4,10.6,0.0,70.5,176.3
stornoway_1999_08,stornoway,1999,8,16.4,10.8,0.0,54.5,194.0
stornoway_1999_09,stornoway,1999,9,15.3,10.4,0.0,118.7,114.2
stornoway_1999_10,stornoway,1999,10,12.3,7.5,0.0,132.3,84.7
stornoway_1999_11,stornoway,1999,11,9.7,4.5,1.0,151.8,38.1
stornoway_1999_12,stornoway,1999,12,6.4,1.3,8.0,214.0,31.1
stornoway_2000_01,stornoway,2000,1,7.8,3.1,0.0,195.1,32.8
stornoway_2000_02,stornoway,2000,2,7.5,2.3,3.0,202.3,56.6
stornoway_2000_03,stornoway,2000,3,9.2,4.0,2.0,120.7,84.6
stornoway_2000_04,stornoway,2000,4,8.8,3.5,5.0,81.5,150.0
stornoway_2000_05,stornoway,2000,5,12.9,6.1,0.0,53.5,239.6
stornoway_2000_06,stornoway,2000,6,13.3,7.9,0.0,80.6,181.5
stornoway_2000_07,stornoway,2000,7,15.2,10.4,0.0,22.7,141.5
stornoway_2000_08,stornoway,2000,8,16.5,11.1,0.0,74.7,146.6
stornoway_2000_09,stornoway,2000,9,15.4,10.1,0.0,97.3,133.2
stornoway_2000_10,stornoway,2000,10,12.1,7.5,0.0,190.3,96.2
stornoway_2000_11,stornoway,2000,11,8.8,3.5,0.0,110.8,52.3
stornoway_2000_12,stornoway,2000,12,7.5,3.6,7.0,148.1,23.1
stornoway_2001_01,stornoway,2001,1,6.5,1.6,4.0,60.5,78.7
stornoway_2001_02,stornoway,2001,2,6.4,1.0,11.0,64.8,65.5
stornoway_2001_03,stornoway,2001,3,7.4,1.6,7.0,54.0,155.6
stornoway_2001_04,stornoway,2001,4,9.4,3.4,2.0,56.9,165.5
stornoway_2001_05,stornoway,2001,5,13.9,7.0,0.0,33.3,205.1
stornoway_2001_06,stornoway,2001,6,13.5,8.2,0.0,55.3,164.9
stornoway_2001_07,stornoway,2001,7,14.7,10.5,0.0,70.7,101.0
stornoway_2001_08,stornoway,2001,8,16.8,11.0,0.0,75.5,162.2
stornoway_2001_09,stornoway,2001,9,14.1,9.3,0.0,98.6,111.9
stornoway_2001_10,stornoway,2001,10,13.4,9.5,0.0,179.4,72.3
stornoway_2001_11,stornoway,2001,11,9.9,4.5,0.0,114.7,35.0
stornoway_2001_12,stornoway,2001,12,7.6,2.2,5.0,114.4,44.2
stornoway_2002_01,stornoway,2002,1,9.1,4.3,3.0,197.6,25.9
stornoway_2002_02,stornoway,2002,2,7.5,1.9,5.0,159.4,67.8
stornoway_2002_03,stornoway,2002,3,8.7,3.9,2.0,97.6,107.7
stornoway_2002_04,stornoway,2002,4,11.1,5.6,0.0,74.2,148.2
stornoway_2002_05,stornoway,2002,5,13.3,6.9,0.0,60.0,214.4
stornoway_2002_06,stornoway,2002,6,15.1,10.1,0.0,103.8,160.7
stornoway_2002_07,stornoway,2002,7,15.2,9.9,0.0,100.2,106.4
stornoway_2002_08,stornoway,2002,8,16.4,11.5,0.0,44.0,128.1
stornoway_2002_09,stornoway,2002,9,15.5,10.2,0.0,38.0,82.4
stornoway_2002_10,stornoway,2002,10,11.2,6.2,1.0,91.4,71.7
stornoway_2002_11,stornoway,2002,11,10.2,6.2,1.0,95.4,35.7
stornoway_2002_12,stornoway,2002,12,7.7,3.4,4.0,29.8,25.4
stornoway_2003_01,stornoway,2003,1,7.3,2.3,9.0,154.2,27.9
stornoway_2003_02,stornoway,2003,2,8.2,3.0,6.0,54.4,56.2
stornoway_2003_03,stornoway,2003,3,10.1,4.1,4.0,76.0,69.6
